Benchmarking M=512 K=1024 N=4096 Sparsity=0.450000 Variation=0.050000 
PyTorchDense	PyTorchSpCSR	PyTorchSpCSC	EigenSparse	SSR_VEC_TREE	TCSC______	EigenSpars_INT8	SSR_TREE_INT8	TCSC_INT8	
42124500 	120240000 	55181600 	14542300 	74831900 	13114000 	53659900 	93636100 	1425400 	
45103500 	118638800 	38019100 	16347700 	73437000 	14057300 	50905700 	107101200 	1432000 	
46096700 	129280900 	47596800 	12992000 	75673400 	15626700 	51719200 	104785200 	1412700 	
44477300 	110683500 	38143500 	13732500 	80907100 	14203900 	52783400 	109920400 	1419600 	
45140600 	111803800 	39866600 	13358500 	82237100 	12907100 	56628900 	115481000 	1704700 	
44711600 	111935700 	27934700 	13456600 	69159400 	13390200 	61984700 	113741600 	2250400 	
48739800 	121636700 	32150500 	13822000 	71157800 	13677700 	51137200 	110958700 	1421400 	
43746400 	117499900 	28223900 	13690800 	75561700 	13315300 	51116100 	114318900 	1464100 	
45488700 	116830000 	29818700 	14149900 	74169700 	13385500 	51000500 	108726700 	2217600 	
45309100 	113849100 	28684800 	13296900 	73823700 	15672300 	57676500 	107535600 	1633200 	
450	1172	365	139	750	139	538	1086	16	ms
1.00	0.38	1.23	3.24	0.60	3.24	0.84	0.42	27.53	speedup
Benchmarking M=512 K=2048 N=8192 Sparsity=0.950000 Variation=0.050000 
PyTorchDense	PyTorchSpCSR	PyTorchSpCSC	EigenSparse	SSR_VEC_TREE	TCSC______	EigenSpars_INT8	SSR_TREE_INT8	TCSC_INT8	
41621700 	59323800 	34039200 	9521000 	50464600 	6556400 	27908300 	69442800 	1194300 	
45363200 	70931400 	27962700 	8314300 	49047900 	5936600 	27031500 	72699600 	1193500 	
44096900 	67872000 	30683400 	8460200 	47480200 	5917200 	27825800 	69428500 	1188400 	
41879300 	63736800 	33473100 	8247400 	48985400 	6216800 	26918900 	69901500 	1189000 	
43047100 	65707900 	33452800 	8410700 	47053100 	6244200 	26985100 	74504500 	1201800 	
41518500 	66776500 	31964700 	8347600 	47287400 	6014100 	26866400 	71510600 	1243400 	
46054900 	71402200 	31770300 	8364200 	47542000 	6230300 	26468400 	71857000 	1194900 	
42432000 	65414600 	31701400 	8179000 	48028800 	7601400 	28369000 	70252900 	1214600 	
42881000 	65836300 	17426700 	8524100 	46975100 	6044300 	26514300 	73249100 	1201700 	
43246800 	65201800 	31294000 	7978700 	48404500 	6131100 	28084100 	70731100 	780200 	
432	662	303	84	481	62	272	713	11	ms
1.00	0.65	1.42	5.12	0.90	6.87	1.58	0.61	37.25	speedup
