Benchmarking M=512 K=2048 N=8192 Sparsity=0.450000 Variation=0.050000 
PyTorchDense	PyTorchSpCSR	PyTorchSpCSC	EigenSparse	SSR_VEC_TREE	TCSC______	EigenSpars_INT8	SSR_TREE_INT8	TCSC_INT8	
40161800 	302856400 	116354300 	33693400 	144004000 	24563600 	126315900 	167284300 	3873400 	
38064500 	322266200 	96718800 	27221000 	105111500 	27414400 	146506700 	164817800 	4056600 	
40627700 	295923000 	99478600 	34415500 	132379200 	30611000 	156527800 	161805800 	4017200 	
40858500 	298628800 	139136400 	32538600 	132153700 	25794700 	154986100 	163206100 	3894100 	
41278600 	302700200 	101933200 	34630000 	132217500 	32319400 	147656300 	163648700 	3893600 	
39822900 	290787600 	127678700 	32360300 	132431200 	25006400 	135890500 	172415200 	3995300 	
41739300 	285881100 	114497700 	34599900 	147571700 	24633800 	125722200 	181695400 	4887400 	
39577500 	301840200 	83665900 	33431500 	147055600 	37094600 	137833200 	183753400 	6073800 	
53563800 	274783100 	83105200 	33014800 	127297600 	34705100 	138521900 	185383200 	3966600 	
402	2961	1084	331	1335	294	1408	1709	42	ms
1.00	0.14	0.37	1.22	0.30	1.37	0.29	0.24	9.45	speedup
Benchmarking M=512 K=2048 N=8192 Sparsity=0.750000 Variation=0.050000 
PyTorchDense	PyTorchSpCSR	PyTorchSpCSC	EigenSparse	SSR_VEC_TREE	TCSC______	EigenSpars_INT8	SSR_TREE_INT8	TCSC_INT8	
35591900 	254059100 	82351700 	29527300 	123354900 	28050500 	120973300 	148530200 	5192100 	
50998900 	250385200 	97268600 	29609500 	133458900 	30203000 	128646200 	151015600 	3287700 	
43865500 	255227000 	96978400 	29072600 	116280100 	28359300 	119104200 	159270100 	3387800 	
46679400 	231025200 	86880000 	23883400 	93958400 	21292400 	109378200 	149695600 	3304700 	
46478100 	242960600 	86917900 	28298300 	112738900 	27174600 	118754100 	148669700 	4000500 	
50781000 	261358500 	90552500 	28246900 	117360600 	30201200 	126726500 	151997700 	3312400 	
51030800 	251404000 	97515900 	28930900 	140718600 	27893500 	105927700 	159714200 	3487400 	
46636100 	282011000 	81660300 	29574200 	137344700 	31691800 	129272700 	158969600 	3302000 	
43137200 	237082400 	97636400 	24311500 	94217000 	21363100 	106244500 	166879900 	3390800 	
46692500 	232633500 	97140500 	24367800 	137929200 	33413000 	125527800 	149455700 	3300700 	
461	2498	914	275	1207	279	1190	1544	35	ms
1.00	0.18	0.50	1.67	0.38	1.65	0.39	0.30	12.84	speedup
Benchmarking M=512 K=2048 N=8192 Sparsity=0.800000 Variation=0.050000 
PyTorchDense	PyTorchSpCSR	PyTorchSpCSC	EigenSparse	SSR_VEC_TREE	TCSC______	EigenSpars_INT8	SSR_TREE_INT8	TCSC_INT8	
31104700 	212281700 	68441900 	24999800 	102407600 	24626300 	96713600 	130735200 	2678500 	
46699900 	215998300 	81751100 	22609300 	104579800 	22943100 	94909800 	131208600 	2683600 	
46154600 	186736100 	77612800 	24253000 	123219200 	24795700 	97105900 	134899700 	2726800 	
37024500 	179199600 	54823200 	22762600 	102154600 	24625600 	101928800 	136407900 	2675800 	
49499200 	186916200 	56509200 	23297000 	104369300 	23083200 	98317900 	130960700 	3187800 	
47202100 	207203900 	70310100 	19673800 	92474500 	23457700 	99993300 	129969600 	2693100 	
44414100 	190252700 	55236000 	23279200 	113204800 	27227700 	101549200 	132947500 	2713000 	
55154000 	188590100 	56369300 	22732000 	118647500 	23861800 	97483400 	128854600 	3390400 	
51506400 	202647200 	88873200 	25316700 	124012300 	24279600 	96254000 	130599600 	2697700 	
46154500 	184282900 	58087100 	23641600 	109110500 	24054800 	98888000 	143023100 	2738400 	
454	1954	668	232	1094	242	983	1329	28	ms
1.00	0.23	0.68	1.96	0.42	1.87	0.46	0.34	16.14	speedup
Benchmarking M=512 K=2048 N=8192 Sparsity=0.850000 Variation=0.050000 
PyTorchDense	PyTorchSpCSR	PyTorchSpCSC	EigenSparse	SSR_VEC_TREE	TCSC______	EigenSpars_INT8	SSR_TREE_INT8	TCSC_INT8	
30562500 	132418300 	50764300 	20690600 	90164500 	13690800 	65589000 	111541300 	2683100 	
53086500 	163746800 	41925000 	19642600 	94334300 	17954100 	79048600 	111030400 	2175800 	
47852500 	161527600 	61186800 	19892300 	92185500 	18954000 	79487600 	109639500 	2110100 	
49040100 	147053400 	62073900 	19923100 	88616100 	18560100 	79719000 	115787500 	3235500 	
47524300 	174771800 	68206700 	17470600 	90762100 	19021300 	76803900 	108995100 	2066900 	
51339700 	149853100 	42379800 	18806700 	88751300 	19331000 	77690500 	110483900 	2082100 	
48297400 	136828400 	58614400 	18232300 	91182800 	19277400 	76849400 	125170600 	2101200 	
46779300 	156263400 	40845200 	19685000 	98110100 	19239100 	76927600 	122475800 	3232600 	
47265300 	144128300 	42420700 	19692900 	76018200 	19082600 	76971800 	109712900 	2086300 	
49745400 	148174300 	44796100 	19586200 	87701300 	19039100 	75689900 	110528700 	2081800 	
471	1514	513	193	897	184	764	1135	23	ms
1.00	0.31	0.92	2.44	0.53	2.56	0.62	0.42	19.76	speedup
Benchmarking M=512 K=2048 N=8192 Sparsity=0.900000 Variation=0.050000 
PyTorchDense	PyTorchSpCSR	PyTorchSpCSC	EigenSparse	SSR_VEC_TREE	TCSC______	EigenSpars_INT8	SSR_TREE_INT8	TCSC_INT8	
45605900 	127337800 	34495900 	15972200 	80576000 	10302300 	43962900 	105410000 	2381500 	
47277700 	128673600 	32987200 	14720600 	82427200 	12777700 	55012200 	98485800 	1416300 	
42048000 	125342600 	58433400 	13418400 	71433800 	13423800 	50677200 	104202300 	2207300 	
50273600 	115555000 	28710900 	14101200 	79394200 	13756800 	50951900 	98579800 	1531300 	
44139900 	128234100 	33588200 	14650700 	76063100 	13129100 	54257900 	93769800 	1429000 	
45421800 	125718600 	28334000 	14698500 	70176400 	13361400 	51413200 	103262900 	1458000 	
45923300 	109413400 	29347900 	14193100 	73889700 	15685600 	51294900 	109563200 	1425700 	
47560700 	118016700 	52593300 	13413800 	77686300 	13544200 	51018700 	98380700 	1420400 	
42821600 	117990400 	28824200 	13972400 	71712800 	13421400 	50693500 	100231200 	1419100 	
43567900 	108918000 	43699000 	13377300 	70828300 	14098300 	54451400 	99065200 	1432200 	
454	1205	371	142	754	133	513	1010	16	ms
1.00	0.38	1.23	3.19	0.60	3.41	0.88	0.45	28.20	speedup
Benchmarking M=512 K=2048 N=8192 Sparsity=0.950000 Variation=0.050000 
PyTorchDense	PyTorchSpCSR	PyTorchSpCSC	EigenSparse	SSR_VEC_TREE	TCSC______	EigenSpars_INT8	SSR_TREE_INT8	TCSC_INT8	
53752400 	57647700 	32191900 	9831000 	52224700 	6668800 	28082600 	73180200 	1185400 	
47568700 	71673900 	29734400 	8544800 	50270100 	6206100 	26863300 	61305300 	1192100 	
42785500 	67513300 	33842900 	8458300 	50219800 	5971800 	28240100 	73314400 	1217000 	
42341600 	66743300 	32502400 	8343300 	50872000 	6957200 	26823300 	74015200 	1191800 	
41674600 	68236600 	19633900 	8554100 	52098300 	6209800 	27549900 	73184700 	1202100 	
39722600 	65416400 	29864400 	8314900 	49560800 	5934400 	26608700 	66982300 	1189500 	
42913700 	69571200 	33454500 	8582300 	63925500 	6129800 	26661600 	66671800 	1189400 	
40664200 	67317100 	33999900 	8383900 	47888200 	6059200 	26693300 	83041500 	1253200 	
42778600 	66616900 	31083600 	8555200 	48879900 	6913600 	27718100 	85278500 	1484700 	
41634900 	66880700 	31899500 	8492400 	64774900 	7016200 	33454800 	85721000 	1187100 	
435	667	308	86	530	64	278	742	12	ms
1.00	0.65	1.41	5.06	0.82	6.80	1.56	0.59	35.46	speedup
